filename,location,pages,mentions,source
2015_LeBrun_Siguiri.txt,Griffin,132,"Anderson, E. M., 1951, The Dynamics of Faulting and Dyke Formations, Oliver and Boyd. AngloGold  Ashanti  Ltd.,  2013,  Mineral  resource  and  ore  reserve  report:  Available  from: 
<www.aga-reports.com/13/download/AGA-RR13.pdf>. [12/05/2015] 
AngloGold 
Ashanti 
Ltd., 
n.d., 
Reports: 
Available 
from: 
<http://www.anglogoldashanti.com/en/Media/Pages/reports.aspx>. [15/05/2015] 
Begg, G. C., Griffin, W.",rules
2015_LeBrun_Siguiri.txt,Groves,32,"Even  though  all  these  studies  propose  that  gold  mineralisation  in  Siguiri  is  dominantly 
controlled by veins, no consensus was reached by the authors on what controls the location of 
the Siguiri gold district at the scale of the Siguiri Basin or what controls the extent of the ore 
shoots at the district and deposit scales. To  further  the  understanding  of  the  characteristics,  geometry  and  genesis  of  gold 
mineralisation  in  the  Siguiri  district,  a  multi-scale  and  multidisciplinary  approach  was 
employed. This  approach  addresses  the  various  scales  at  which  geological  processes  work  in 
gold  mineral  systems. Modern  gold  exploration  strategies  increasingly  rely  on  such  an 
approach,  involving  integration  of  fieldwork,  geophysics,  and  geochemistry  among  other 
techniques, used at different scales (McCuaig and Hronsky, 2014; McCuaig et al., 2010; Robert 
et al., 2005; Miller et al., 2010; Williams and Currie, 1993; McIntyre and Martyn, 2005; Blewett 
et  al.,  2010;  Goldfarb  et  al.,  2005;  Groves  et  al.,  2003;  Groves  et  al.,  2000;  Neumayr  et  al., 
2008; Eilu and Groves, 2001; Eilu et al., 1999). At a province scale, numerous studies highlight 
the role of early architecture as a primary control on gold mineralisation (Robert et al., 2005; 
Miller et al., 2010; McIntyre and Martyn, 2005; Chapter two). Down one  scale at the  district 
level,  secondary  structures  control  and/or  host  gold  mineralisation  (Blewett  et  al.,  2010; 
32",rules
2015_LeBrun_Siguiri.txt,Guinea,"133,135,140,142,144,184,186,191,193,41,42,48,84,86,92,30","305-344. Miller, J. M., Davis, J., Baratoux, L., McCuaig, T. C., Metelka, V. and Jessel, M., 2013, Evolution 
of  gold  systems  in  Guinea,  southern  Mali  and  western  Burkina  Faso:  AMIRA 
International  Ltd  P934A  -  West  African  Exploration  Initiative  -  Stage  2  Final  report, 
Appendix D1, confidential 
151 || C., Metelka, V. and Jessel, M., 2013, Evolution 
of  gold  systems  in  Guinea,  southern Mali  and western  Burkina  Faso:  AMIRA  International 
Ltd P934A - West African Exploration Initiative - Stage 2 Final report, Appendix D1, p. 127-
234, confidential. Neumayr,  P.,  Walshe,  J.,  Hagemann,  S.,  Petersen,  K.,  Roache,  A.,  Frikken,  P.,  Horn,  L.,  and  
Halley, S., 2008, Oxidized and reduced mineral assemblages in greenstone belt rocks of the 
St. Ives  gold  camp,  Western  Australia:  vectors  to  high-grade  ore  bodies  in  Archaean  gold 
deposits?: Mineralium Deposita, v. 43, p. || CHAPTER 3: PAPER TWO 
STRUCTURAL CONTROLS ON THE WORLD-CLASS SIGUIRI 
GOLD DISTRICT, SIGUIRI BASIN, GUINEA, WEST AFRICA 
The following paper presents the structural framework associated with the Siguiri gold 
district  and  its  evolution  through  the  Eburnean  orogeny. The  study  is  based  on  field 
observations, geophysical datasets, drill core logging and petrographic observations. This work 
focuses  on  district  and  deposit-scale  observations  of  the  second  and  third  order  structures 
controlling  gold  mineralisation. It  describes  the  different  structural  features  encountered  in 
the  Siguiri  district  and  the  link  they  have  with  gold  mineralisation. This  paper  discusses  the 
deformation  history  of  the  Siguiri  district,  the  development  of  gold  mineralisation  in  the 
district and the stress-field variations associated with this mineralisation. Based on this work, 
four  deformation  events  were  recognized  to  affect  the  Siguiri  district  sediments:  a  N-S 
compression  (D1S),  an  E-W  compression  (D2S)  interpreted  to  progressively  evolve  into 
transpression and then transtension (D3S), and a NW-SE compression (D4S). || CHAPTER 4: PAPER THREE 
MINERALISATION FOOTPRINTS AND REGIONAL TIMING 
OF THE SIGUIRI OROGENIC GOLD DISTRICT (GUINEA, 
WEST AFRICA) 
The following paper focuses on deposit to microscopic scale observations and presents 
the  petrographic  and  geochemical  characteristics  of  the  Siguiri  district  and  of  its  gold 
mineralisation. This study is based on field observations, drill core logging, petrography, geochemistry 
and  in situ analyses by LA-ICP-MS of sulphide  minerals acquired  in  three  key deposits of the 
Siguiri district. For each deposit, a log, a cross-section and numerous polished thin-sections are 
presented. Based  on  this  work,  gold  mineralisation  characteristics  were  found  to  be  consistent 
across the different deposits making the Siguiri district. Gold mineralisation in the district was 
found to be  polyphase  and  to have  occurred mainly  during D3S,  but  was  interpreted to have 
also occurred during D4S deformation. The timing of gold mineralisation in the Siguiri district is 
also  constrained  in  this  study  and  compared  with  gold  mineralisation  events  from  other 
orogenic  gold  deposits  of  the  West  African  Craton. || Egal, E., Thiéblemont, D., Lahondère, D., Guerrot, C., Costea, C. A., Iliescu, D., Delor, C., Goujou, 
J., Lafon, J., Tegyey, M., Diaby, S., and Kolie, P., 2002, Late Eburnean granitization and 
tectonics  along  the  western  and  northwestern  margin  of  the  Archean  Kénéma–Man 
domain (Guinea, West African Craton): Precambrian Research, v. 117, p. 57-84. Engelder,  T.,  1994,  Deviatoric  stressitis:  a  virus  infecting  the  Earth  science  community:  Eos, 
Transactions American Geophysical Union, v. 75, p. || Guinea  (West  Africa):  Abstract  in  proceeding  of:  AESC-  22nd  Australian  Geological 
Convention, vol. 110, p 84-85. Lebrun, E., Miller, J., Thébaud, N., Ulrich, S. and T. McCuaig, C., 2013, Structural framework and 
evolution  of  the  world  class  Siguiri  orogenic  gold  district  (Guinea,  West  Africa):  CET 
Sponsors’ Day. Lebrun, E., Miller, J., Thébaud, N., Ulrich, S. || However, trace element signatures of 
sulphides  can  also  be  used  to  distinguish  between  different  sulphide  generations  associated 
with multiple hydrothermal events (Zhao et al., 2011). The  wide  diversity  of  gold  mineralisation  types  recorded  in  the  West  African  Craton 
such as intrusion related gold (McFarlane et al., 2011), orogenic gold (Lawrence et al., 2013a; 
Fougerouse  et  al., in press; Allibone et al., 2002; Oberthür et  al., 1998), paleoplacers (Hirdes 
and  Nunoo,  1994; Davis et  al.,  1994),  Cu-Au  porphyry  (Béziat et  al.,  2013),  renders  essential 
the detailed petrographic and geochemical characterisation of a deposit to resolve its nature 
(or footprint). In turn, this footprint can become a backbone for exploration strategies. This study focuses on characterisation of the mineral assemblages and mineralisation 
in three key deposits of the world-class orogenic gold Siguiri district (Guinea, West Africa) and 
its  geochemical  and  petrological  footprints. The  Siguiri  district  is  the  only  large  (>  50  t  Au) 
160 || Lebrun,  E.,  Miller,  J.,  Thébaud,  N.,  Ulrich,  S.,  and  McCuaig,  C.,  in  review  2015a,  Structural 
controls  on  an  orogenic  gold  system:  The  world-class  Siguiri  gold  district,  Siguiri  Basin, 
Guinea, West Africa: Economic Geology. Lebrun, E., Thébaud, N., Miller, J., Ulrich, S., Bourget, J., and Terblanche, O., in review 2015b, 
Geochronology  and 
lithostratigraphy  of  the  Siguiri  district: 
implications  for  gold 
mineralisation in the Siguiri Basin (Guinea, West Africa): Precambrian Research. López-Moro, F. J., 2012, EASYGRESGRANT—A Microsoft Excel spreadsheet to quantify volume 
changes  and  to  perform  mass-balance  modeling  in  metasomatic  systems:  Computers  & 
Geosciences, v. 39, p. 191-196. || Mineralisation footprints and regional timing of the  Siguiri orogenic gold district (Guinea, West 
Africa) 
Erwann Lebrun1, Nicolas Thébaud1, John Miller1, Malcolm Roberts2, Noreen Evans3 
1: Centre for Exploration Targeting and ARC Centre of Excellence for Core to Crust Fluid Systems, 
School  of  Earth  and  Environment,  Robert  Street  Building,  M006,  The  University  of  Western 
Australia, 35 Stirling Highway, Crawley, WA, 6009,  Australia 
2: Centre for Microscopy, Characterisation and Analysis, M010, The University of Western Australia, 
35 Stirling Highway, Crawley, WA 6009, Australia 
3:  John  de  Laeter  Centre  for  Isotope  Research,  TIGeR,  Department  of  Applied  Geology,  Curtin 
University, Perth, WA 6845, Australia 
Abstract: 
Siguiri  is  a  world-class  orogenic  gold  district  hosted  in  the  weakly  metamorphosed  Upper 
Birimian  to  Lower  Tarkwa  Group  sediments  of  the  Siguiri  Basin  (Guinea). The  district  is 
characterized by a protracted deformation history associated with four main deformation events: 
D1S  is  a  N-S  compression;  D2S  is  an  E-W  compression  progressively  evolving  into  an  early-D3S 
transpression  and  then  into  a  late-D3S  NNW-SSE  transtension,  and  D4S  is  a  NE-SW  compression. Field observations, petrography and chemical analyses applied to three key deposits of the Siguiri 
district  (Bidini,  Sintroko  PB1  and  Kosise)  suggest  that  the  hydrothermal  activity  in  the  district  is 
polyphase  and  can  be  subdivided  into  four  distinct  hydrothermal  events. The  first  hydrothermal 
event  is  associated  with  the  development  of  barren  bedding-parallel  and  en-echelon  V2S  quartz-
dominated-(pyrite) veins. The second hydrothermal event is characterised by the development of 
V3A  pyrite-ankerite  veins  late  during  D3S. Laser  ablation  data  show  that  this  vein  set  contains  an 
anomalous gold content  of up to 43.3 ppm locked in its pyrite crystal lattice. || SUPPORTING REFERENCES 
In  addition  to  the  three  journal  publications  submitted  submitted  forming  the  main 
chapters of this thesis, the PhD candidate Lebrun wrote another submitted publication and six 
abstracts and extended abstracts for a number of international conferences: 
Publications 
Lebrun, E., Ulrich, S., Miller, J., Thébaud, N. and T. McCuaig, C., in review 2015, The world-class 
orogenic gold Siguiri district, Siguiri Basin (Guinea, West Africa): Ore Geology Review. Peer reviewed extended abstracts 
Lebrun, E., Thébaud, N., Miller, J., T. McCuaig, C., 2014, Polyphase gold mineralization in the 
Siguiri  district,  Guinea  (West  Africa):  Extended  abstract  in  proceeding  of:  SEG  2014 
conference. Lebrun, E., Ulrich, S., Miller, J., Thébaud, N. || Structural  controls  on  an  orogenic  gold  system:  The  world-class  Siguiri  gold  district,  Siguiri 
Basin, Guinea, West Africa 
Erwann Lebrun1, John Miller1, Nicolas Thébaud1, Stanislav Ulrich2, T. Campbell McCuaig1 
1:  Centre  for  Exploration  Targeting  and  ARC  Centre  of  Excellence  for  Core  to  Crust  Fluid 
Systems,  School  of  Earth  and  Environment,  Robert  Street  Building,  M006,  The  University  of 
Western Australia, 35 Stirling Highway, Crawley, WA, 6009,  Australia 
2: AngloGold Ashanti Ltd - Assets Development - Brownfields, 44 St George Terrace, Perth, WA, 
6000, Australia 
Abstract: 
Ore  bodies  in  the  Siguiri  district,  a  world-class  Paleoproterozoic  orogenic  gold  camp 
located  in  the  Birimian  of  north-eastern  Guinea,  are  typically  represented  by  cryptic  sub-
vertical  damage  zones  only  expressed  by  a  high  density  of  mineralized  veins. Observations 
from  five  representative  deposits  of  the  Siguiri  district  (Sanu  Tinti,  Bidini,  Kami,  Kosise  and 
Sintroko PB1) show that these ore bodies are structurally controlled by incipient structures and 
spread  across  three  distinct  structural  and  lithostratigraphic  domains. Two  shale-dominated 
peripheral domains adjoin a central domain whose lithostratigraphy is dominated by medium 
to  coarse-grained  greywacke  and  this  domain  hosts  the  bulk  of  the  gold  endowment  of  the 
district. The three domains exhibit similar structural elements that can be described within a 
four-stage  deformation  scheme. The  first  deformation  event  (D1S)  is  poorly  constrained  and 
interpreted to have been a N-S compressional event. || The Siguiri Basin covers about 40,000 km² in Guinea and adjacent Mali. It consists of 
upper  Birimian  sedimentary,  volcaniclastic  and  volcanic  rocks  and  intrusive  rocks. The  upper 
Birimian  sediments  were  derived  from  Paleoproterozoic  volcanic  rocks  and  felsic  intrusions 
that were emplaced during the early stages of the Eburnean orogeny (Milési et al. 1989; Begg 
et al. 2009; Feybesse and Milési 1994). The Siguiri Basin is bordered to the south-west by the 
Niandan komatiite suite and the mafic to felsic volcanic rocks of the Kéniéro Range (not shown 
on map), dated at ca. || Thus,  it  is  proposed  that  the  gold events  in  Siguiri 
(syn-D3S  and  syn-D4S)  occurred  during  the  ca. 2102-2085  Ma  episode  of  gold  mineralisation 
recognized across the West African Craton. These conclusions have a direct impact on orogenic 
gold  exploration  since  these  suggest  that  younger  economic  gold  mineralisation  coeval  with 
the  second  episode  of  magmatism  at  ca. 2085-2054  Ma,  such  as  the  late  gold  overprint  in 
Morila, could be found in the Siguiri Basin. Conclusion 
The Siguiri district, hosted in the weakly metamorphosed sediments of the Siguiri Basin 
(Guinea)  is  characterized  by  a  polyphase  hydrothermal  history  and  two  textures  of  the 
hydrothermal mineral assemblages. The dominant texture, or Kosise style, displays vein haloes 
structurally  controlled  by  early-D3S  N-S,  NE-SW,  WNW-ESE  and  E-W  damage  zones. || and T. McCuaig, C., 2013, Structural framework and 
evolution  of  the  world  class  Siguiri  orogenic  gold  district  (Guinea,  West  Africa): 
Extended abstract in proceeding of: SGA- 12th biennial meeting, vol. 3, p 1136-1140. Short communications 
Lebrun, E., Miller, J., Thébaud, N., Ulrich, S. and T. McCuaig, C., 2014, Understanding the Role 
and  Origin  of  Stress-Field  Variations  in  Orogenic  Gold  Systems:  A  Case  Study  of  the 
World-Class  Siguiri  District,  Siguiri  Basin,  Guinea,  West  Africa:  Abstract  in  proceeding 
of: Gold14@Kalgoorlie International Symposium, n° 59, p 74-75. || and T. McCuaig, C., 2013, Structural framework and 
evolution  of  the  world  class  Siguiri  orogenic  gold  district  (Guinea, West  Africa):  CCFS 
conference. || ankerite, siderite nodules; Fougerouse et al., 2015). Other examples of similar 
mineralisation  footprint  in  West  Africa  include  Wassa/Benso,  Damang  (Parra-Avila  et  al.,  in 
review 2015; Pigois et al., 2003). The  structural  framework  and  geochronology  of  the  Kédougou-Kénieba  Inlier  (KKI), 
Guinea, Mali, Ghana, and other West African references (Milési et al., 1989; Milési et al., 1992) 
show that gold mineralisation in West Africa between ca. 2110-2060 Ma, occurred during two 
main  events  (Figure  47). Both  gold  mineralisation  events  are  chronologically  associated  with 
two distinct suites of intrusive rocks previously distinguished by Hirdes and Davis (2002). The  first  gold  mineralisation  event  occurs  between  ca. || largest  city  in  Guinea. The  district  measured  resources  were  21.08  t  Au  indicated  resources 
from  ore  averaging  2.35  g/t  as  of  the  31st  of  December  2013  (inclusive  non-attributable 
resources  only)  and  produced  an  estimated  cumulative  total of 240  t  Au  (AngloGold  Ashanti 
Ltd., n.d.; Lebrun et al., in review 2015; Chapter 3). Due to its very poor outcropping quality, the lithostratigraphy of the Siguiri Basin has 
received  little  attention,  and  existing  studies  have  mostly  focused  on  the  importance  of 
magmatism during the Eburnean orogeny (Egal et al., 2002). Early regional mapping from the 
French Geological Survey (BRGM) described the Siguiri Basin  as an homogeneous package of 
undifferentiated fine sedimentary rocks (Egal et al., 1999; Feybesse et al., 1999). This  paper  presents  a  multi-disciplinary  study  combining  sedimentological, 
geochronological  and  geophysical  analyses  over  the  Siguiri  district  that  allows  for  further 
discrimination of the Siguiri Basin sedimentary record. Used collectively, the datasets constrain 
the lithostratigraphic succession of the central Siguiri Basin and permit the drafting of a new 
geological  map  for  this  critical  region. || residuum gold (e.g. Yatela; Hanssen et al., 2004) and placer type deposits (e.g. Tarkwa; Sestini, 
1973; Pigois et al., 2003). Amongst this breadth of gold mineral systems, the Siguiri gold district 
in north-eastern Guinea is the only large gold deposit (> 50 t Au; AngloGold Ashanti Ltd., 2013) 
hosted in the Siguiri Basin (Figure 1B) and one of the largest gold mineral systems in the West 
African Craton. Figure  1: Geological map of A) the West African Craton and its gold deposits (red disks), and; B) the Siguiri Basin. Modified from Milési et al.","llm,rules"
2015_LeBrun_Siguiri.txt,Guinee,"132,133","209-212. Feybesse, J.-L., and Milési, J.-P., 1994, The Archean/Proterozoic contact zone in West Africa: a 
mountain belt of décollement thrusting and folding on a continental margin related to 
2.1 Ga convergence of Archean cratons?: Precambrian Research, v. 69, p. 199-227. Feybesse,  J.,  Bangoura,  A.,  Billa,  M.,  Costea,  A.,  Diabaté,  B.,  Diaby,  S.,  Diallo,  A.,  Diallo,  S., 
Diallo, A., and Egal, E., 1999, Notice explicative de la Carte géologique de la Guinée à 
1/200 000, Feuille no. 19, Kankan: BRGM, DNRGH, Ministère des Mines, de la Géologie 
et de l’Environnement, Conakry, Guinée, 27p. || 5, p. 49-73. Egal,  E.,  Lahondère,  D.,  Costea,  A. C.,  Diabate,  B.,  Diallo,  A.,  Diallo,  A. B.,  Diallo,  S.,  Gaye,  F., 
Iliescu, D., and Minthe, D., 1999, Carte  geologique  de  la Guinee a 1/200 000; Feuille 
Siguiri, BRGM. 148",llm
2015_LeBrun_Siguiri.txt,Hanmer Basin,80,"Tarkwa Group 
rocks  were  all  deposited  late  during  the  Eburnean  lithostratigraphic  evolution  and  are  also 
referred to as “Tarkwa-like” by some authors (Baratoux et al., 2011). The  Tarkwa  Group,  are  “late orogenic  basin”-type  sedimentary  rocks. These  types  of 
rocks  were  deposited  in  other  cratons  throughout  the  Earth  geological  history. The 
Timiskaming sedimentary rocks and the rest of the Duparquet Basin in Canada, as well as the 
Kurrawang  Group  in  the  Eastern  Goldfields  of  Western  Australia,  are  Archean  examples 
(Krapež et al., 2000; Mueller et al., 1996). The Hanmer Basin, a foreland sedimentary basin in 
New  Zealand,  is  a  modern  example  of  these  “late  orogenic  basin”  sediments  (Wood  et  al., 
1994). These sediments may be associated with early phases of orogenic contraction (Robert 
86",rules
2015_LeBrun_Siguiri.txt,Hanmer Basin in New Zealand,80,"Tarkwa Group 
rocks  were  all  deposited  late  during  the  Eburnean  lithostratigraphic  evolution  and  are  also 
referred to as “Tarkwa-like” by some authors (Baratoux et al., 2011). The  Tarkwa  Group,  are  “late orogenic  basin”-type  sedimentary  rocks. These  types  of 
rocks  were  deposited  in  other  cratons  throughout  the  Earth  geological  history. The 
Timiskaming sedimentary rocks and the rest of the Duparquet Basin in Canada, as well as the 
Kurrawang  Group  in  the  Eastern  Goldfields  of  Western  Australia,  are  Archean  examples 
(Krapež et al., 2000; Mueller et al., 1996). The Hanmer Basin, a foreland sedimentary basin in 
New  Zealand,  is  a  modern  example  of  these  “late  orogenic  basin”  sediments  (Wood  et  al., 
1994). These sediments may be associated with early phases of orogenic contraction (Robert 
86",llm
2015_LeBrun_Siguiri.txt,Hem,163,"Figure  38:  Microphotographs  of  A)  siderite  nodules  being  pseudomorphosed  by  V3B  pyrite;  B)  A  V3B  arsenopyrite 
fractured and  showing gold-chalcopyrite-(galena)  infills;  C)  Sanu Tinti  style V3B  pyrite  fractured  and  showing  gold-
chalcopyrite  infills;  D)  Sanu  Tinti  style  V3B  pyrite  overprinted  by  chalcopyrite  veinlets;  E)  V3B  arsenopyrite  showing 
quartz  strain  fringes  associated  with  the  development  of  the  S4S  penetrative  cleavage. This  cleavage  is  also 
responsible  for  the  preferential  orientation  of  the  sericite  and  the  strain  shadows  developing  around  the  siderite 
nodules; F) Coeval V3A pyrite and arsenopyrite crystals; G) backscattered electron image of V3A pyrite displaying As-
rich  and  As-poor  growth  rings  and  being  crosscut  by  gold  infilled  fractures;  H)  hematite  inclusions  in  V3A  pyrite 
associated with gold. Hematite laths seem to follow the pyrite crystal lattice while gold display triangular textures 
typical of open space infill (Taylor, 2010). Aspy: arsenopyrite, Au: gold, Ccp: chalcopyrite, Gn: galena, Hem: hematite, 
Py: pyrite, Qtz: quartz, Ser: sericite, Sid: siderite. 178",rules
2015_LeBrun_Siguiri.txt,Henderson,190,"331-358. Large,  R.,  Thomas,  H.,  Craw,  D.,  Henne,  A.,  and  Henderson,  S.,  2012,  Diagenetic  pyrite  as  a 
source  for  metals  in  orogenic  gold  deposits,  Otago  Schist,  New  Zealand:  New  Zealand 
Journal of Geology and Geophysics, v. 55, p. 137-149. 208",rules
2015_LeBrun_Siguiri.txt,Her'kono,80,"Formation and Bambela Basin sediments in Burkina Faso, and Fingouana, Kabaya and Her’kono 
Formations in Mali. All these  sedimentary rocks  are dominated by flysch-like  metasediments 
(e.g. greywacke, argillite) deposited at ca. 2120 Ma (Figure 15; Davis et al., 2015). The Siguiri 
district sedimentary rocks are therefore interpreted to have deposited at the same time than 
that of the Lower Tarkwa Group deposited between 2110 and ca. 2095 Ma, or to represent the 
last expression of Upper Birimian sedimentation dated as 2130-2110 Ma (Davis et al., 2015).",llm
2015_LeBrun_Siguiri.txt,Hergt,193,"W., and Trouw, R. A. J., 2005, Microtectonics, Springer, 366 p. Paton,  C.,  Hellstrom,  J.,  Paul,  B.,  Woodhead,  J. and  Hergt,  J. 2011.",rules
2015_LeBrun_Siguiri.txt,Himalayas,80,"The Kintinian Formation – a Tarkwa Group sequence? With  the  sole  base  of  the  geochronological  record  it  remains  difficult  to  determine 
wether the Siguiri district sediments  belong to the Upper Birimian or Tarka Group. The first 
detailed  study  of  the  Tarkwaian  sedimentary  rocks  lithotype  in  Ghana,  defining  the  Tarkwa 
Group,  was  conducted  over  40  years  ago  by  Sestini  (1973). The  Tarkwaian  consists  of 
intercalations  of  conglomerates,  sandstones  and  phyllites. The  conglomeratic  layers  display 
Birimian quartz pebbles and volcanic clasts and were interpreted to represent piedmont-type 
deposits (short transport in an environment of active continental erosion; Bossière et al., 1996; 
Mueller et al., 1996), similar to that found on the southern foot of the Alps and the Himalayas 
(Hirdes  and  Nunoo,  1994;  Sestini,  1973). Since  this  early  work,  sedimentary  rocks  from  the 
Tarkwa Group have been described in other parts of the West African Craton.","llm,rules"
2015_LeBrun_Siguiri.txt,"Ho, S., Groves",190,"247-311. Ho, S., Groves, D., McNaughton, N., and Mikucki, E., 1992, The source of ore fluids and solutes 
in  Archaean 
lode-gold  deposits  of  Western  Australia:  Journal  of  Volcanology  and 
Geothermal Research, v. 50, p. 173-196. Kishida,  A.,  and  Kerrich,  R.,  1987,  Hydrothermal  alteration  zoning  and  gold  concentration  at 
the Kerr-Addison Archean lode gold deposit, Kirkland Lake, Ontario: Economic Geology, v. 82, p.",rules
2015_LeBrun_Siguiri.txt,Holyland,129,"Prior to the switch, fluids are stored under 
high  pressure  in  the  rock  mass  and  fluid  mobility  and  veining  are  minor. When  the  switch 
occurs, a stress threshold is overcome allowing the barrier to be breached and fluids to flow 
into an organized vein network. Geodynamic interpretation and drivers of stress-switches 
Drivers of the different stress-switches observed in the Siguiri district may have a local 
cause, including: 1) continuous local overburden build up; 2) fault irregularities; 3) earthquake 
focal  behaviour  dynamics,  or  4)  a  regional  scale mechanism,  such  as  plate  convergence  rate 
drop (Upton and Craw, 2013; Goldfarb et al., 2001; Beroza and Zoback, 1993). However, stress-
switches  have  been  documented  in  many  other  orogenic  gold  systems  around  the  world, 
including Archean examples (Bouiller and Robert, 1992;  Holyland and Ojala, 1997; Nguyen et 
al., 1998; Goldfarb et al., 2001; McCuaig and Hronsky, 2014; e.g. in the Yilgarn: the Waroonga 
and  New-Holland-Genesis  deposits,  Thébaud  et  al.,  2013). In  the  Birimian  of  West  Africa, 
stress-switches have been recognised as one of the crucial triggers for mineralization in several 
gold  deposits  (Ashanti  in  Ghana,  Sadiola,  Loulo  and  possibly  Morila  in  Mali,  Allibone  et  al., 
2002a;  Masurel  et  al.,  this  volume;  Lawrence  et  al.,  2013a;  McFarlane  et  al.,  2011).",rules
2015_LeBrun_Siguiri.txt,Horn,193,"C., Metelka, V. and Jessel, M., 2013, Evolution 
of  gold  systems  in  Guinea,  southern Mali  and western  Burkina  Faso:  AMIRA  International 
Ltd P934A - West African Exploration Initiative - Stage 2 Final report, Appendix D1, p. 127-
234, confidential. Neumayr,  P.,  Walshe,  J.,  Hagemann,  S.,  Petersen,  K.,  Roache,  A.,  Frikken,  P.,  Horn,  L.,  and  
Halley, S., 2008, Oxidized and reduced mineral assemblages in greenstone belt rocks of the 
St. Ives  gold  camp,  Western  Australia:  vectors  to  high-grade  ore  bodies  in  Archaean  gold 
deposits?: Mineralium Deposita, v. 43, p.",rules
2015_LeBrun_Siguiri.txt,Hosts A Bedding Parallel Thrust Fault,21,"THE  NORTHERN  PART  OF  THE  DEPOSIT  (CENTRE)  HOSTS  A  BEDDING  PARALLEL  THRUST  FAULT  THAT 
DEVELOP INTENSE V3S VEINING (B). B) VEINING DEVELOPED IN THE NORTHERN PART OF THE DEPOSIT. THE V3B VEINS 
ARE  STRATIGRAPHICALLY CONTROLLED  AND  MAINLY HOSTED  IN THE  GREYWACKE AND  SANDSTONE  BEDS. C) CLOSE-UP 
PHOTOGRAPH  OF  ONE  OF  THE  RARE  DISCRETE  STRUCTURES  CONTROLLING  GOLD  GRADES  IN  THE  SIGUIRI  DISTRICT,  A 
DEXTRAL NE-SW SHEAR ZONE. GOLD GRADES ACROSS THIS SHEAR ZONE ARE OVER 100 G/T AU. D) SIDERITE NODULES 
DEVELOPED AROUND THE ORE SHOOTS.",rules
2015_LeBrun_Siguiri.txt,Hounde belt,78,"2200 up to ca. 2140 Ma (Adadey et al., 2009; Davis et al., 2015; Davis et 
al.,  1994;  Hirdes  and  Davis,  1998;  Taylor  et  al.,  1992). The  Sefwi  Formation  displays  similar 
facies  and  ages  as  the  Fetekoro  sediments  and  its  equivalents  in  the  Boromo,  Houndé  and 
Banfora belts of Burkina Faso (Davis et al., 2015; Baratoux et al., 2011). In Burkina Faso, the 
Boromo,  Houndé  and  Banfora  sedimentary  rocks  have  been  described  as  tuffs,  epiclastic 
volcano-sediments,  volcaniclastics,  argilites  and  wackes  with  occasional  intercalations  of 
andesites (Baratoux et al., 2011). The Komana sedimentary rocks in the Yanfolila Belt of Mali, 
are another example interpreted by Davis et al. (2015) to be a lateral equivalent of the Sefwi 
Formation (Figure 15).",llm
2015_LeBrun_Siguiri.txt,Houndé,78,"2200 up to ca. 2140 Ma (Adadey et al., 2009; Davis et al., 2015; Davis et 
al.,  1994;  Hirdes  and  Davis,  1998;  Taylor  et  al.,  1992). The  Sefwi  Formation  displays  similar 
facies  and  ages  as  the  Fetekoro  sediments  and  its  equivalents  in  the  Boromo,  Houndé  and 
Banfora belts of Burkina Faso (Davis et al., 2015; Baratoux et al., 2011). In Burkina Faso, the 
Boromo,  Houndé  and  Banfora  sedimentary  rocks  have  been  described  as  tuffs,  epiclastic 
volcano-sediments,  volcaniclastics,  argilites  and  wackes  with  occasional  intercalations  of 
andesites (Baratoux et al., 2011). The Komana sedimentary rocks in the Yanfolila Belt of Mali, 
are another example interpreted by Davis et al. (2015) to be a lateral equivalent of the Sefwi 
Formation (Figure 15).",rules
2015_LeBrun_Siguiri.txt,Hyde,47,"As an example, numerous orogenic gold deposits hosted in sedimentary basins around 
the  world  are  interpreted  to  be  sitting  on  early  structures  highlighted  in  the  field  through 
lithofacies  variations. For  example,  the  Kirkland  Lake  deposit  hosted  along  the  Kirkland-Lake 
Cadillac fault that marks the unconformity between the Timiskaming sediments and the Abitibi 
Supergroup  in  Canada  (Hyde,  1980). Similarly  in  the  Western  Australian  Yilgarn  craton,  gold 
deposits such as Ant Hill, Bullant, Porphyry and Wattlebird are hosted along the Ballard-Zuleika 
Shear Zone and highlighted by the Kurrawang Group sediments (Robert et al., 2005; Mueller et 
al., 1996; Weinberg et al., n.d.). In the West African Craton, the giant Obuasi deposit in Ghana 
is hosted along the  Ashanti fault separating the Birimian sediments from the ""late orogenic"" 
Tarkwaian sediments of the Ashanti Belt (Perrouty et al., 2012; Sestini, 1973). Also located in the West African Craton, the world-class orogenic gold district of Siguiri 
(Steyn, 2012; Lebrun et al., in review 2015; Chapter 3) is hosted in the north of the Siguiri Basin 
(Guinea), about 200 km south-west of Bamako in Mali and 150 km north of Kankan, the second 
53",rules
