filename,location,pages,mentions,source,location_type,geocode_lat,geocode_lon,geocode_str,geocode_type
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Moyen,30,"Archean TTG are thought to have formed by partial melting of a hydrated oceanic crust or 
partial  melting of a thickened crust, leaving  a  garnet-bearing  amphibolite residuum (Martin 
and Moyen, 2002). The latter is not favoured to produce Archean TTG (Martin et al., 2005). The TTG are thought to represent felsic melt that interacted with  the mantle during diapiric 
ascent (Clarke, 1992). Partial melting of the lower thickened crust could not have allowed the 
melt to interact with the mantle prior to emplacement (Smithes, 2000). According to Doumbia et al., 1998, the concave up HREE end is typical of Archean TTG 
and  of  calc-alkaline  granitoids  in  the  region. Depletion  of  HREE  relative  to  LREE  is 
controlled by garnet and amphiboles retained in the residuum (Rollinson, 1993).",rules,PLACE,48.484144,6.5696386,"Moyen, Lunéville, Meurthe-et-Moselle, Grand Est, Metropolitan France, 54118, France",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",NE Burkina Faso,"10,35","3. Aim 
Fig  3.1. Map  illustrates  the  location  of  the  study  area. The  white  numbers  corresponds  to  sample 
numbers and the locations were each sample was collected. The Pissila batholith and the Saaba zone gneiss are located near the town of Pissila in NE 
Burkina  Faso. The  aim  of  the  project  is  to  determine  the  relationship  between  the  Pissila 
batholith and the Saaba zone gneiss. || The  Pissila  batholith  and  the  Saaba  zone  exhibit  some  similarities  to  granitoid-gneissic 
terranes  in  Côte  d’lvoire,  NE  Burkina  Faso  and  Senegal. The  study  area  may  have  formed 
under  processes  similar  to  those  that  formed  granitoid-gneisses  in  the  above  countries. Therefore, the Saaba zone was possibly intruded by the Pissila batholith. The intrusion leads 
to partial melting and migmatization of the gneisses. Analysis of microstructures in the Pissila batholith and the Saaba zone gneiss suggests the 
rocks were subjected to two deformation events. The Saaba zone gneiss and migmatites was 
deformed to amphibolites facies during D1 deformation event.",llm,PLACE,10.3777812,-4.6882653,"Ne, Niangoloko, Comoé, Waterfalls, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Naba,8,"The granitoids intruded into meta-volcanic and meta-sedimentary rocks during the Eburnean 
orogeny  (Egal  et  al.,  2002). The  Eburnean  orogeny  marks  a  major  period  of  crustal 
thickening 2.1 to 2.0 Ga (Pons et al., 1995). The  granitoids  are  calc-alkaline  and  locally  alkaline  in  composition  with  minor  crustal 
component  (Gasquet  et  al.,  2003). The  granitoids  are  divided  into  three  groups,  unfoliated 
hornblende-bearing,  foliated  biotite-bearing  and  alkaline  granitoids  (Dioh  et  al.,  2006). Gasquet et al., (2003), Naba et al., (2004) and Agbossoumonde et al., (2007) observed that 
the granitoids grade into gneissic and migmatitic structures. 2.4.",rules,PLACE,27.6145265,107.108076,"Laba, Zunyi, Guizhou, China",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Pearce,28,"Samples exhibit an enrichment in LILE relative to HFSE. This is generally associated with 
metasomatisation of the source rock (Rollinson, 1993). Normalising values from Pearce et al., (1984) 
in Rollinson, 1993. 28",rules,PLACE,-35.36217,149.0835894,"Pearce, District of Woden Valley, Australian Capital Territory, Australia",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Petrog,11,"The 
location map of the study area was created using Expert GPS 4.57. The data from Expert GPS 
was exported to Google Earth. Petrography  
Seven  polished  thin  sections  were  used  for  petrography. Reflected  light  was  used  to 
examine  the  oxide  mineralization. Five  of  the  seven  thin  sections  were  used  for  point 
counting. An  average  of  500  minerals  in  each  samples  were  counted  using  Petrog  JVC 
V2.42.15.",rules,PLACE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Phanerozoic Toudeni basin,6,"2. Regional Geology 
The West African Craton consists of several shields. The Archean-Palaeoproterozoic Leo-
Man  rise  in  the  south  and  the  Reguibat  rise  in  the  north,  which  are  separated  by  the 
Phanerozoic Toudeni basin. The Leo-Man rise consists of the Archean Kénéma-Man domain 
and the Palaeoproterozoic Baoulé-Mossi domain (Fig 2.1) (Cahen et al., 1984). Fig 2.1. The West African Craton consists of the Archean and Palaeoproterozoic Reguibat in the north 
and the Leo-Man in the south (Béziat et al., 2008).",rules,GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Pissila,10,"3. Aim 
Fig  3.1. Map  illustrates  the  location  of  the  study  area. The  white  numbers  corresponds  to  sample 
numbers and the locations were each sample was collected. The Pissila batholith and the Saaba zone gneiss are located near the town of Pissila in NE 
Burkina  Faso. The  aim  of  the  project  is  to  determine  the  relationship  between  the  Pissila 
batholith and the Saaba zone gneiss.",rules,PLACE,13.1658394,-0.8287661,"Pissila, Sanmatenga, Central-North, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Pissila batholith,"11,29,34,35,4","4. Methodology 
Field work 
Samples from the Pissila batholith and the Saaba Zone gneiss were collected during field 
work  in  January  2012. Mapping  of  the  study  area  and  sample  collection  was  conducted  by 
Profs. Kerstin  Saalmann  and  Kim  Ncube-Hein. The  locations  of  each  station  point  were 
recorded  using  GPS  co-ordinates. The  World  Geodetic  System  (WGS  84)  and  Universal 
Transverse Mercator (UTM) in meters were used as the datum and format, respectively. || 7. Discussion 
7.1. Comparison between the gneiss and granodiorite 
The  Pissila  batholith  and  the  Saaba  zone  gneiss  are  petrologically  and  geochemically 
different from each other. The granodiorite exhibit a composition that is more mafic relative 
to the gneiss and migmatite. This is apparent in the thin section where hornblende and biotite 
are  dominant  in  the  granodiorite  relative  to  the  gneiss  and  migmatite. In  general,  the 
granodiorite  exhibit  higher  oxide  content  relative  to  the  gneiss  and  migmatite,  with  an 
exception to SiO2 and K2O. || 7.5. Comparison other regions in the craton similar to the study area 
Granitoid  intrusion  associated  with  orthogneiss  and  migmatites  where  previously 
described by Hirdes et al., 1996, Doumbia et al., 1998, Gasquet et al., 2003, Naba et al., 2004 
and Vegas et al., 2008. The Pissila batholith and the Saaba zone gneiss are petrologically and 
geochemically  similar  to  gneissic  terranes  in  the  sodic  calc-alkaline  granitoids  in  the 
Dabakala region, Côte d’lvoire and the batholiths in north eastern Burkina Faso (appendix 1). Therefore,  the  Pissila  batholith  and  the  Saaba  zone  were  possibly  derived  from  similar 
processes  that  formed  the  above  regions. In  both  regions  the  granitoids  are  associated  with 
first  group  of  granitoid  intrusion  ca  2.1  Ga,  which  is  similar  to  the  age  (2143  ±12  Ma  and 
2117 ±17Ma) of the Pissila batholith (Gasquet et al., 2003, Vegas et al., 2008). In  a  study  of  granitoid-gneissic  terrane  in  the  Dabakala  region,  Hirdes  et  al.,  1996 
proposed  that  the  gneisses  where  intruded  by  younger  batholiths. || 8. Conclusion 
Petrology  and  geochemistry  suggests  the  Pissila batholith  and  the Saaba  zone  gneiss  are 
differ  from  each  other. The  gneisses  exhibit  some  affiliations  to  Archean  TTG. The  Pissila 
batholith  does  not  vary  too  much  from  other  calc-alkaline  intrusions  in  the  craton. Geochronology  of  the  batholith  produces  age  of  2143  ±12  Ma  and  2117  ±17  Ma. Emplacement was coeval with the Eburnean orogeny ca 2.1 Ga. || Abstract  
The  Pissila  batholith  is  a  foliated  coarse-grained  granodiorite,  which  is  located  in  north 
eastern Burkina Faso. The batholith was emplaced at 2143 ±12 Ma and 2117 ±17Ma, coeval 
with  the  Eburnean  orogeny. The  Eburnean  orogeny  represents  a  period  of  major  crustal 
growth in an island arc setting. The batholith is geochemically similar to other calc-alkaline 
granitoids in the domain. The Saaba zone gneiss, which is locally migmatitic is located within 
the  Pissila  batholith. Geochemically,  the  gneiss  and  migmatites  have  some  Archean  TTG 
affiliations. || D2 lead to greenschist facies 
metamorphism of both the Pissila batholith and the Saaba zone. Despite petrography and geochemistry indicating that the  Pissila batholith and the Saaba 
zone gneiss are unrelated, more conclusive data is required. Therefore, geochronology of the 
Saaba  zone  is  necessary  to  validate  the  study  results. Geochronology  would  also  allow  for 
better comparison of the study area to other granitoid-gneissic terranes in the craton. 35 || Granitoids  that  are  associated  with  gneisses  and  migmatites  were  previously 
described in north eastern Burkina Faso, Côte d’lvoire and Senegal. These studies concluded 
that the granitoids intruded into the pre-existing gneissic terrane. This study suggests that the 
Saaba  zone  and  Pissila  batholith  are  geochemically  and  petrological  different  from  each 
other. The Saaba zone gneiss does not  represent  a deformed region  of the Pissila batholith. Based on similarities of the study area to other granitoid-gneissic terrane, the Saaba zone may 
predate the Pissila batholith. It is also proposed that the gneiss preserve an older deformation 
event  D1,  which  lead  to  amphibolite  facies  metamorphism. || The  Pissila  batholith  and  the  Saaba  zone  exhibit  some  similarities  to  granitoid-gneissic 
terranes  in  Côte  d’lvoire,  NE  Burkina  Faso  and  Senegal. The  study  area  may  have  formed 
under  processes  similar  to  those  that  formed  granitoid-gneisses  in  the  above  countries. Therefore, the Saaba zone was possibly intruded by the Pissila batholith. The intrusion leads 
to partial melting and migmatization of the gneisses. Analysis of microstructures in the Pissila batholith and the Saaba zone gneiss suggests the 
rocks were subjected to two deformation events. The Saaba zone gneiss and migmatites was 
deformed to amphibolites facies during D1 deformation event.",llm,GEOLOGICAL_UNIT,13.1658394,-0.8287661,"Pissila, Sanmatenga, Central-North, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Profs,11,"4. Methodology 
Field work 
Samples from the Pissila batholith and the Saaba Zone gneiss were collected during field 
work  in  January  2012. Mapping  of  the  study  area  and  sample  collection  was  conducted  by 
Profs. Kerstin  Saalmann  and  Kim  Ncube-Hein. The  locations  of  each  station  point  were 
recorded  using  GPS  co-ordinates. The  World  Geodetic  System  (WGS  84)  and  Universal 
Transverse Mercator (UTM) in meters were used as the datum and format, respectively.",rules,PLACE,-21.4458739,47.1138221,"Cité des Profs, Tsimanarirazana, Andrainjato Avaratra, Fianarantsoa, District de Fianarantsoa, Haute Matsiatra, Province de Fianarantsoa, 301, Madagascar",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Regional Geology The West African Craton,6,"2. Regional Geology 
The West African Craton consists of several shields. The Archean-Palaeoproterozoic Leo-
Man  rise  in  the  south  and  the  Reguibat  rise  in  the  north,  which  are  separated  by  the 
Phanerozoic Toudeni basin. The Leo-Man rise consists of the Archean Kénéma-Man domain 
and the Palaeoproterozoic Baoulé-Mossi domain (Fig 2.1) (Cahen et al., 1984). Fig 2.1. The West African Craton consists of the Archean and Palaeoproterozoic Reguibat in the north 
and the Leo-Man in the south (Béziat et al., 2008).",rules,APPROXIMATE,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Reguibat rise,6,"2. Regional Geology 
The West African Craton consists of several shields. The Archean-Palaeoproterozoic Leo-
Man  rise  in  the  south  and  the  Reguibat  rise  in  the  north,  which  are  separated  by  the 
Phanerozoic Toudeni basin. The Leo-Man rise consists of the Archean Kénéma-Man domain 
and the Palaeoproterozoic Baoulé-Mossi domain (Fig 2.1) (Cahen et al., 1984). Fig 2.1. The West African Craton consists of the Archean and Palaeoproterozoic Reguibat in the north 
and the Leo-Man in the south (Béziat et al., 2008).",llm,PLACE,19.416247,-16.4656949,"Rgueiba, Dakhlet Nouadhibou, Mauritania",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Saaba,4,"Abstract  
The  Pissila  batholith  is  a  foliated  coarse-grained  granodiorite,  which  is  located  in  north 
eastern Burkina Faso. The batholith was emplaced at 2143 ±12 Ma and 2117 ±17Ma, coeval 
with  the  Eburnean  orogeny. The  Eburnean  orogeny  represents  a  period  of  major  crustal 
growth in an island arc setting. The batholith is geochemically similar to other calc-alkaline 
granitoids in the domain. The Saaba zone gneiss, which is locally migmatitic is located within 
the  Pissila  batholith. Geochemically,  the  gneiss  and  migmatites  have  some  Archean  TTG 
affiliations.",rules,PLACE,12.376944,-1.420833,"Saaba, Kadiogo, Centre, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Saaba,"11,11,14,15","4. Methodology 
Field work 
Samples from the Pissila batholith and the Saaba Zone gneiss were collected during field 
work  in  January  2012. Mapping  of  the  study  area  and  sample  collection  was  conducted  by 
Profs. Kerstin  Saalmann  and  Kim  Ncube-Hein. The  locations  of  each  station  point  were 
recorded  using  GPS  co-ordinates. The  World  Geodetic  System  (WGS  84)  and  Universal 
Transverse Mercator (UTM) in meters were used as the datum and format, respectively. || 4. Methodology 
Field work 
Samples from the Pissila batholith and the Saaba Zone gneiss were collected during field 
work  in  January  2012. Mapping  of  the  study  area  and  sample  collection  was  conducted  by 
Profs. Kerstin  Saalmann  and  Kim  Ncube-Hein. The  locations  of  each  station  point  were 
recorded  using  GPS  co-ordinates. The  World  Geodetic  System  (WGS  84)  and  Universal 
Transverse Mercator (UTM) in meters were used as the datum and format, respectively. || 5.2. Biotite gneiss 
The Saaba Zone is characterised by medium-grain biotite gneiss. Hand samples KS-2012- 
17B and 17C are foliated. Biotite, hornblende and discontinuous feldspathic layers (0.5-3mm 
thick)  define  the  fabric. Sample  KS-2012-17B  is  predominately  composed  of  quartz  (66%) 
with  plagioclase  (18%),  microcline  (8%),  hornblende  (3%),  biotite  (5%)  and  Fe-Ti  oxide 
(>1%) (Table 1). Hornblende and biotite are elongated and strongly aligned. || The  melt  forms  light-coloured  veins 
(leucosome)  and  mafic-rich  melanosomes. The  Saaba  Zone  gneiss  is  locally  migmatitic. Foliation and small-scale folds are visible in hand samples. In hand sample, the leucosomes 
are  composed  of  discontinuous  quartz  and  feldspar-rich  melts. The  melanosomes  are 
predominantly composed of biotite and hornblende. The folds in Sample KS-2012-23 consist of predominantly biotite with minor hornblende 
and  Fe-Ti  oxide.","llm,rules",PLACE,12.376944,-1.420833,"Saaba, Kadiogo, Centre, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Saaba,"29,34,35,4","7. Discussion 
7.1. Comparison between the gneiss and granodiorite 
The  Pissila  batholith  and  the  Saaba  zone  gneiss  are  petrologically  and  geochemically 
different from each other. The granodiorite exhibit a composition that is more mafic relative 
to the gneiss and migmatite. This is apparent in the thin section where hornblende and biotite 
are  dominant  in  the  granodiorite  relative  to  the  gneiss  and  migmatite. In  general,  the 
granodiorite  exhibit  higher  oxide  content  relative  to  the  gneiss  and  migmatite,  with  an 
exception to SiO2 and K2O. || 7.5. Comparison other regions in the craton similar to the study area 
Granitoid  intrusion  associated  with  orthogneiss  and  migmatites  where  previously 
described by Hirdes et al., 1996, Doumbia et al., 1998, Gasquet et al., 2003, Naba et al., 2004 
and Vegas et al., 2008. The Pissila batholith and the Saaba zone gneiss are petrologically and 
geochemically  similar  to  gneissic  terranes  in  the  sodic  calc-alkaline  granitoids  in  the 
Dabakala region, Côte d’lvoire and the batholiths in north eastern Burkina Faso (appendix 1). Therefore,  the  Pissila  batholith  and  the  Saaba  zone  were  possibly  derived  from  similar 
processes  that  formed  the  above  regions. In  both  regions  the  granitoids  are  associated  with 
first  group  of  granitoid  intrusion  ca  2.1  Ga,  which  is  similar  to  the  age  (2143  ±12  Ma  and 
2117 ±17Ma) of the Pissila batholith (Gasquet et al., 2003, Vegas et al., 2008). In  a  study  of  granitoid-gneissic  terrane  in  the  Dabakala  region,  Hirdes  et  al.,  1996 
proposed  that  the  gneisses  where  intruded  by  younger  batholiths. || 8. Conclusion 
Petrology  and  geochemistry  suggests  the  Pissila batholith  and  the Saaba  zone  gneiss  are 
differ  from  each  other. The  gneisses  exhibit  some  affiliations  to  Archean  TTG. The  Pissila 
batholith  does  not  vary  too  much  from  other  calc-alkaline  intrusions  in  the  craton. Geochronology  of  the  batholith  produces  age  of  2143  ±12  Ma  and  2117  ±17  Ma. Emplacement was coeval with the Eburnean orogeny ca 2.1 Ga. || D2 lead to greenschist facies 
metamorphism of both the Pissila batholith and the Saaba zone. Despite petrography and geochemistry indicating that the  Pissila batholith and the Saaba 
zone gneiss are unrelated, more conclusive data is required. Therefore, geochronology of the 
Saaba  zone  is  necessary  to  validate  the  study  results. Geochronology  would  also  allow  for 
better comparison of the study area to other granitoid-gneissic terranes in the craton. 35 || Granitoids  that  are  associated  with  gneisses  and  migmatites  were  previously 
described in north eastern Burkina Faso, Côte d’lvoire and Senegal. These studies concluded 
that the granitoids intruded into the pre-existing gneissic terrane. This study suggests that the 
Saaba  zone  and  Pissila  batholith  are  geochemically  and  petrological  different  from  each 
other. The Saaba zone gneiss does not  represent  a deformed region  of the Pissila batholith. Based on similarities of the study area to other granitoid-gneissic terrane, the Saaba zone may 
predate the Pissila batholith. It is also proposed that the gneiss preserve an older deformation 
event  D1,  which  lead  to  amphibolite  facies  metamorphism. || The  Pissila  batholith  and  the  Saaba  zone  exhibit  some  similarities  to  granitoid-gneissic 
terranes  in  Côte  d’lvoire,  NE  Burkina  Faso  and  Senegal. The  study  area  may  have  formed 
under  processes  similar  to  those  that  formed  granitoid-gneisses  in  the  above  countries. Therefore, the Saaba zone was possibly intruded by the Pissila batholith. The intrusion leads 
to partial melting and migmatization of the gneisses. Analysis of microstructures in the Pissila batholith and the Saaba zone gneiss suggests the 
rocks were subjected to two deformation events. The Saaba zone gneiss and migmatites was 
deformed to amphibolites facies during D1 deformation event.",llm,PLACE,12.376944,-1.420833,"Saaba, Kadiogo, Centre, Burkina Faso",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Senegal,"35,4,4","Granitoids  that  are  associated  with  gneisses  and  migmatites  were  previously 
described in north eastern Burkina Faso, Côte d’lvoire and Senegal. These studies concluded 
that the granitoids intruded into the pre-existing gneissic terrane. This study suggests that the 
Saaba  zone  and  Pissila  batholith  are  geochemically  and  petrological  different  from  each 
other. The Saaba zone gneiss does not  represent  a deformed region  of the Pissila batholith. Based on similarities of the study area to other granitoid-gneissic terrane, the Saaba zone may 
predate the Pissila batholith. It is also proposed that the gneiss preserve an older deformation 
event  D1,  which  lead  to  amphibolite  facies  metamorphism. || Granitoids  that  are  associated  with  gneisses  and  migmatites  were  previously 
described in north eastern Burkina Faso, Côte d’lvoire and Senegal. These studies concluded 
that the granitoids intruded into the pre-existing gneissic terrane. This study suggests that the 
Saaba  zone  and  Pissila  batholith  are  geochemically  and  petrological  different  from  each 
other. The Saaba zone gneiss does not  represent  a deformed region  of the Pissila batholith. Based on similarities of the study area to other granitoid-gneissic terrane, the Saaba zone may 
predate the Pissila batholith. It is also proposed that the gneiss preserve an older deformation 
event  D1,  which  lead  to  amphibolite  facies  metamorphism. || The  Pissila  batholith  and  the  Saaba  zone  exhibit  some  similarities  to  granitoid-gneissic 
terranes  in  Côte  d’lvoire,  NE  Burkina  Faso  and  Senegal. The  study  area  may  have  formed 
under  processes  similar  to  those  that  formed  granitoid-gneisses  in  the  above  countries. Therefore, the Saaba zone was possibly intruded by the Pissila batholith. The intrusion leads 
to partial melting and migmatization of the gneisses. Analysis of microstructures in the Pissila batholith and the Saaba zone gneiss suggests the 
rocks were subjected to two deformation events. The Saaba zone gneiss and migmatites was 
deformed to amphibolites facies during D1 deformation event.","llm,rules",PLACE,14.4750607,-14.4529612,Senegal,APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Tarkwa,7,"Shales, quartzite and meta-conglomerates of the Banket Group. III. Overlying the Banket Group are shales and phyllites of the Tarkwa formation (Cahen 
et al., 1984; Tshibubudze et al., 2009). The above Anglophone Birimian sequence was inverted by the Francophone school. The 
predominately  volcanic  units  were  interpreted  as  being  younger  than  the  metasedimentary 
units (Milési et al., 1992).However, during a study of the Goren-greenstone belt in Burkina 
7",rules,PLACE,5.310935,-1.992426,"Tarkwa, Tarkwa-Nsuaem Municipal District, Western Region, Ghana",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Thieblemont,6,"2.1. Archean domain 
The Archean domain is divided into three units - 
I. The basement rocks are grey-banded migmatitic orthogneiss, which formed ca. 3.5 to 
3.4  Ga  (Potrel  et  al.,  1998). The  gneisses  are  trondhjemitic  in  composition 
(Kouamelan et al., 1997). They were subsequently metamorphosed to granulite facies 
(Potrel et al., 1998; Thieblemont et al., 2004).",rules,PLACE,48.6898242,4.7330751,"Thiéblemont-Farémont, Vitry-le-François, Marne, Grand Est, Metropolitan France, 51300, France",APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",Toudeni basin,6,"2. Regional Geology 
The West African Craton consists of several shields. The Archean-Palaeoproterozoic Leo-
Man  rise  in  the  south  and  the  Reguibat  rise  in  the  north,  which  are  separated  by  the 
Phanerozoic Toudeni basin. The Leo-Man rise consists of the Archean Kénéma-Man domain 
and the Palaeoproterozoic Baoulé-Mossi domain (Fig 2.1) (Cahen et al., 1984). Fig 2.1. The West African Craton consists of the Archean and Palaeoproterozoic Reguibat in the north 
and the Leo-Man in the south (Béziat et al., 2008).",llm,GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",West African Craton,"10,5,6,5","1. Introduction 
The Bauolé-Mossi domain consists of predominately Palaeoproterozoic calc-alkaline and 
alkaline granitoid intrusions. Theses rocks were emplaced between ca 2.1 to 1.8 Ga (Vega et 
al.,  2008). The  presence  of  terranes  that  predates  and  may  act  as  basement  rocks  to  the 
Birimian granitoids has been the subject of debate. Basement rocks are typically gneissic to 
migmatitic,  thus  the  granitoid-gneissic  terranes  in  the  West  African  Craton  became  the 
subject of a number of studies (Eisenhohr and Hirdes, 1992, Pons et al., 1995, Hirdes et al., 
1996,  Gasquet  et  al.,  2003). Lemoine,  1988  in  Gasquet  et  al.,  2003  introduced  the  term 
Burkinian,  which  corresponds  to  reworking  of  Archean  rocks  and  formed  the  gneissic 
terrance  in  Côte  d’lvoire. || 1. Introduction 
The Bauolé-Mossi domain consists of predominately Palaeoproterozoic calc-alkaline and 
alkaline granitoid intrusions. Theses rocks were emplaced between ca 2.1 to 1.8 Ga (Vega et 
al.,  2008). The  presence  of  terranes  that  predates  and  may  act  as  basement  rocks  to  the 
Birimian granitoids has been the subject of debate. Basement rocks are typically gneissic to 
migmatitic,  thus  the  granitoid-gneissic  terranes  in  the  West  African  Craton  became  the 
subject of a number of studies (Eisenhohr and Hirdes, 1992, Pons et al., 1995, Hirdes et al., 
1996,  Gasquet  et  al.,  2003). Lemoine,  1988  in  Gasquet  et  al.,  2003  introduced  the  term 
Burkinian,  which  corresponds  to  reworking  of  Archean  rocks  and  formed  the  gneissic 
terrance  in  Côte  d’lvoire. || 2. Regional Geology 
The West African Craton consists of several shields. The Archean-Palaeoproterozoic Leo-
Man  rise  in  the  south  and  the  Reguibat  rise  in  the  north,  which  are  separated  by  the 
Phanerozoic Toudeni basin. The Leo-Man rise consists of the Archean Kénéma-Man domain 
and the Palaeoproterozoic Baoulé-Mossi domain (Fig 2.1) (Cahen et al., 1984). Fig 2.1. The West African Craton consists of the Archean and Palaeoproterozoic Reguibat in the north 
and the Leo-Man in the south (Béziat et al., 2008). || Comparison of the petrographic and geochemical data obtained for the two areas. III. Comparison batholith and the gneiss with other granitoids in Burkina Faso and similar 
granitoids in the West African Craton. 10","llm,rules",GEOLOGICAL_UNIT,no-geocode-result,no-geocode-result,no-geocode-result,no-geocode-result
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",north eastern Burkina Faso,"34,4","7.5. Comparison other regions in the craton similar to the study area 
Granitoid  intrusion  associated  with  orthogneiss  and  migmatites  where  previously 
described by Hirdes et al., 1996, Doumbia et al., 1998, Gasquet et al., 2003, Naba et al., 2004 
and Vegas et al., 2008. The Pissila batholith and the Saaba zone gneiss are petrologically and 
geochemically  similar  to  gneissic  terranes  in  the  sodic  calc-alkaline  granitoids  in  the 
Dabakala region, Côte d’lvoire and the batholiths in north eastern Burkina Faso (appendix 1). Therefore,  the  Pissila  batholith  and  the  Saaba  zone  were  possibly  derived  from  similar 
processes  that  formed  the  above  regions. In  both  regions  the  granitoids  are  associated  with 
first  group  of  granitoid  intrusion  ca  2.1  Ga,  which  is  similar  to  the  age  (2143  ±12  Ma  and 
2117 ±17Ma) of the Pissila batholith (Gasquet et al., 2003, Vegas et al., 2008). In  a  study  of  granitoid-gneissic  terrane  in  the  Dabakala  region,  Hirdes  et  al.,  1996 
proposed  that  the  gneisses  where  intruded  by  younger  batholiths. || Abstract  
The  Pissila  batholith  is  a  foliated  coarse-grained  granodiorite,  which  is  located  in  north 
eastern Burkina Faso. The batholith was emplaced at 2143 ±12 Ma and 2117 ±17Ma, coeval 
with  the  Eburnean  orogeny. The  Eburnean  orogeny  represents  a  period  of  major  crustal 
growth in an island arc setting. The batholith is geochemically similar to other calc-alkaline 
granitoids in the domain. The Saaba zone gneiss, which is locally migmatitic is located within 
the  Pissila  batholith. Geochemically,  the  gneiss  and  migmatites  have  some  Archean  TTG 
affiliations. || Granitoids  that  are  associated  with  gneisses  and  migmatites  were  previously 
described in north eastern Burkina Faso, Côte d’lvoire and Senegal. These studies concluded 
that the granitoids intruded into the pre-existing gneissic terrane. This study suggests that the 
Saaba  zone  and  Pissila  batholith  are  geochemically  and  petrological  different  from  each 
other. The Saaba zone gneiss does not  represent  a deformed region  of the Pissila batholith. Based on similarities of the study area to other granitoid-gneissic terrane, the Saaba zone may 
predate the Pissila batholith. It is also proposed that the gneiss preserve an older deformation 
event  D1,  which  lead  to  amphibolite  facies  metamorphism.",llm,APPROXIMATE,12.0753083,-1.6880314,Burkina Faso,APPROXIMATE
"2012_Simoko_Petrology, geochemistry and structure of the Pissila batholith and the Saaba Zone gneiss.txt",southern Ghana,7,"The Kénéma-Man domain  was deformed and  metamorphosed during two major tectonic 
events. The Leonean cycle, ca 3.0 Ga is associated with north-south trending structures and 
metamorphism of basement rocks to granulite- facies (Cahen et al., 1984; Thieblemont et al., 
2004). The  Liberian  event,  ca  2.7  Ga  resulted  in  N-S  to  NNE-SSW  trending  structures 
(Thieblemont  et  al.,  2004). The  Liberian  event  culminated  with  TTG  batholith  intrusions 
(Skinner et al., 2004). 2.2. Palaeoproterozoic Baoulé-Mossi domain 
The  Birimian  was  first  described  by  Kitsh  from  outcrops  in  the  Birim  River  Valley  in 
southern  Ghana  (Pohl,  1998).",llm,PLACE,-8.8859293,33.436958,"Ghana, Mbeya Municipal, Mbeya Region, Southern Highlands Zone, Tanzania",APPROXIMATE
