filename,location,pages,mentions,source
2011_Peters_East Markoye_2011.txt,Johan,56,"P., Johan, V., Tegyey, M., Calvez, J. Y., Lagny, P., 
(1989). West  African  gold  deposits,  in  their  lower  Proterozoic  lithostructural  setting. Chronique de la Recherche Miniere, 497, 3–98. Milesi,  J.P.,  Ledru,  P.,  Ankrah,  P.,  Johan,  V.,  Marcoux,  E.,  Vinchon,  C.,  (1991). The 
metallogenic  relationship  between  Birimian  and  Tarkwaian  gold  deposits  in  Ghana.",rules
2011_Peters_East Markoye_2011.txt,Junner,55,"W.,  Ludtke, G., Konan,  G., (1996). Two  generations  of Birimian 
(Paleoproterozoic)  volcanic  belts 
in  north-eastern  Cote  d’Ivoire  (West  Africa): 
consequences for the Birimian controversy’. Precambrian Research, 80, 173–191. Junner, N.R., (1935). Gold in the gold coast, Ghana Geological Survey Memoir, No. 4, 
67pp.",rules
2011_Peters_East Markoye_2011.txt,Kalvag Melange,"54,57","Blackwell 
Scientific Publishing, London, 351-388. Furnes,  H.,  Ravanas,  R.,  (1995). The  use  of  geochemical  data  in  determining  the 
provenance and tectonic setting of ancient sedimentary successions:the Kalvag Melange, 
western  Norwegion  Caledonides. In:  Plint  A. G. (Ed.),  Sedimentary  Facies  Analysis:  A 
tribute to the research and teaching of Harold G. || J., (2005). Sedimentary architecture 
of a Plio-Pleistocene proto-back-arc basin: Wanganui Basin, New Zealand. Sedimentary 
Geology, 181, 107-145. Ravanas,  R.,  (1991). A  sedimentological,  geochemical  and  provenance  study  of  the 
Kalvag  Melange,  western  Norwegian  Caledonides,  Thesis  (unpublished). University  of 
Bergen, 212 pp.",llm
2011_Peters_East Markoye_2011.txt,Kamp,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",rules
2011_Peters_East Markoye_2011.txt,Kedougou-Kenieba Inlier,"54,57","Journal  of  African  Earth 
Sciences, 56, 83-94. Hein, K.A.A., Matabane, M.R., in review . The gold-bearing intrusion-related deposits of 
the FE3 opencast gold mines, Sadiola goldfield, Kedougou-Kéniéba Inlier, western Mali. Ore Geology Reviews. 53 || Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",llm
2011_Peters_East Markoye_2011.txt,Kedougou-Kenieba Inlier (Eastern Senegal,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",rules
2011_Peters_East Markoye_2011.txt,Keller,55,"In: Pankhurst, 
R.J., Trouw, R.A.J., Britto Neves, B.B., de Wit, M.J. (Eds.), West Gondwana: Pre-
Cenozoic correlations across the South-Atlantic region, Geological Society, London, 
137–151 (Special Publications). Le Maitre, R.W., Bateman, P., Dudek, A., Keller, J., Lameyre, J., Le Bas, M. J., Sabine, 
P. A., Schmid, R., Sorensen, H., Streckeisen, A., Woolley, A. R.,  Zanettin, B., (1989).",rules
2011_Peters_East Markoye_2011.txt,Kesse,55,"A 
Classification of Igneous Rocks and Glossary of terms: Recommendations of the 
International Union of Geological Sciences Subcommission on the Systematics of 
Igneous Rocks. Blackwell Scientific Publications, Oxford, U.K. 236 pp. Leube, A., Hirdes, W., Mauer, R., Kesse, G. O., (1990). The early Proterozoic Birimian 
Supergroup of Ghana and some aspects of its associated gold mineralization.",rules
2011_Peters_East Markoye_2011.txt,Klein,42,"10.0. Discussion 
The  WAC,  namely  the  Birimian  Supergroup,  consists  of  many  island  arc  terranes  that 
underwent terrane accretion (2300-2250 Ma). This occurred during the process of subduction, 
thus  creating  a  felsic  continental  crust  due  to  its  association  with  TTG,  calc-alkaline 
plutonism (Klein and Moura., 2009). Following this, other cratonic blocks  which formed in 
the  same  way,  collided  with  the  accreted  arcs  to  form  orogenic  belts  and  the  closure  of  an 
oceanic basin. The Eburnean Orogeny is an example of this process (Hirdes et al., 1996; Hein 
et al., 2004; Feybesse et al., 2006). The OGGB is one of the island arc terranes, and the east 
Markoye  region  is  most  likely  a  small,  but  proximal  to  the  source,  portion  of  the  back-arc 
basin.",rules
2011_Peters_East Markoye_2011.txt,Klischies,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",rules
2011_Peters_East Markoye_2011.txt,Konan,55,"W.,  Ludtke, G., Konan,  G., (1996). Two  generations  of Birimian 
(Paleoproterozoic)  volcanic  belts 
in  north-eastern  Cote  d’Ivoire  (West  Africa): 
consequences for the Birimian controversy’. Precambrian Research, 80, 173–191. Junner, N.R., (1935). Gold in the gold coast, Ghana Geological Survey Memoir, No. 4, 
67pp.",rules
2011_Peters_East Markoye_2011.txt,Lameyre,55,"In: Pankhurst, 
R.J., Trouw, R.A.J., Britto Neves, B.B., de Wit, M.J. (Eds.), West Gondwana: Pre-
Cenozoic correlations across the South-Atlantic region, Geological Society, London, 
137–151 (Special Publications). Le Maitre, R.W., Bateman, P., Dudek, A., Keller, J., Lameyre, J., Le Bas, M. J., Sabine, 
P. A., Schmid, R., Sorensen, H., Streckeisen, A., Woolley, A. R.,  Zanettin, B., (1989).",rules
2011_Peters_East Markoye_2011.txt,Le Maitre,33,"Plotting total alkalis against silica content (see Fig. 11) yielded slightly different results but 
essentially  the  samples  still  fall  within  the  granodiorite  field  of  the  Le  Maitre  (1989) 
classification system. Sample KH/LP/145 and KH/LP/147 are very similar in composition on 
both classification diagrams; however they are more granitic in composition according to the 
total alkalis versus silica. Whereas sample KH/LP/148 on the Streckeisen diagram is situated 
on the field boundary between a granodiorite and a quartz- monzodiorite and on Le Maitre’s 
classification it is well within the granodiorite field. Figure 11: Total alkalis versus Silica Diagram after Le Maitre (1989). The trace element data of the granodiorite to  quartz monzodiorite is represented as a spider 
plot (see Fig.",rules
2011_Peters_East Markoye_2011.txt,Le Maitre’s,33,"Plotting total alkalis against silica content (see Fig. 11) yielded slightly different results but 
essentially  the  samples  still  fall  within  the  granodiorite  field  of  the  Le  Maitre  (1989) 
classification system. Sample KH/LP/145 and KH/LP/147 are very similar in composition on 
both classification diagrams; however they are more granitic in composition according to the 
total alkalis versus silica. Whereas sample KH/LP/148 on the Streckeisen diagram is situated 
on the field boundary between a granodiorite and a quartz- monzodiorite and on Le Maitre’s 
classification it is well within the granodiorite field. Figure 11: Total alkalis versus Silica Diagram after Le Maitre (1989). The trace element data of the granodiorite to  quartz monzodiorite is represented as a spider 
plot (see Fig.",rules
2011_Peters_East Markoye_2011.txt,Ledru,56,"Key structures for vertical to transcurrent tectonics. Journal of African Earth 
Sciences, 58, 19–36. Milesi, J. P., Feybesse, J. L., Ledru, P., Dommanget, A., Ouedraogo, M. F., Marcoux, E., 
Prost, A., Vinchon, Ch., Sylvain, J.",rules
2011_Peters_East Markoye_2011.txt,London,54,"Blackwell 
Scientific Publishing, London, 351-388. Furnes,  H.,  Ravanas,  R.,  (1995). The  use  of  geochemical  data  in  determining  the 
provenance and tectonic setting of ancient sedimentary successions:the Kalvag Melange, 
western  Norwegion  Caledonides. In:  Plint  A. G. (Ed.),  Sedimentary  Facies  Analysis:  A 
tribute to the research and teaching of Harold G.","llm,rules"
2011_Peters_East Markoye_2011.txt,Ludovic Fault,2,"The  internal  structure  and  sedimentary  features  were  destroyed 
due  to  the  increase  in  temperature. Two  deformation  events  occurred,  the  Tangaean  Event 
(2170-2130  Ma)  and  the  Eburnean  Orogeny  (2130-1980  Ma)  that  caused  the  rocks  in  the 
OGGB to be folded twice. The Ludovic Fault System was a result of compression during the 
Eburnean Orogeny and gave rise to N-S trending, dextral-reverse structures. Dilation of these 
structures  occurred  due  to  compression  of  the  Eburnean  Orogeny. Granodiorite  and 
monzodiorite  dykes  that  intruded  the  Palaeoproterozoic  sedimentary  rocks  were  emplaced 
pre-D1  and  underwent  deuteric  alteration. They  contain  large,  euhedral  plagioclase  and 
altered  clinopyroxene  crystals  surrounded  by  a  groundmass  of  quartz  and  secondary, 
interstitial plagioclase.",rules
2011_Peters_East Markoye_2011.txt,Ludovic Fault System,30,"Field data collected on bedding-facing relationships shows that around the fold hinges 
the  beds  dip  and  face  in  opposite  directions,  compared  to  the  rest  of  the  region  where 
everything faces and dips toward the east. There are small scale m-folds where beds dip and 
face in alternating directions over 5 to 10 metre intervals. The axial plane of a macroscopic 
thrust fold trends NNE. There is a N-S trending fault system that traverses the field area with minor subtending splay 
faults,  hereafter  termed  the  Ludovic  Fault  System. Field  measurements  of  down  dip 
slickenlines,  accretion  steps  on  the  fault  plane  and  large  scale  S-C  fabrics  indicate  that  the 
faults  were  displaced. Dextral-normal  displacement  occurred  with  the  western  block  up 
relative to the downward moving eastern block.",rules
2011_Peters_East Markoye_2011.txt,Mali,6,"2.2. Location and Physiography 
The study area is situated approximately 2 km east of the town of Markoye and is located 12 
km west of the international border of Niger and 38 km south of the border of Mali (Fig. 2). The town of Markoye is located at the divide between the Sahel and the Sahara; everything 
north of the town is considered to be the Sahara Desert. Thus, the field area is an arid and hot 
environment with much of the surface covered with sand and loose gravels making outcrop 
difficult to find in the low-lying areas. The areas of high relief however, are desert mountains 
that contain a large amount of rock which, unfortunately, was dominated by  loose boulders 
and very little in situ-outcrop.",rules
2011_Peters_East Markoye_2011.txt,Marcoux,56,"Key structures for vertical to transcurrent tectonics. Journal of African Earth 
Sciences, 58, 19–36. Milesi, J. P., Feybesse, J. L., Ledru, P., Dommanget, A., Ouedraogo, M. F., Marcoux, E., 
Prost, A., Vinchon, Ch., Sylvain, J.",rules
2011_Peters_East Markoye_2011.txt,Markoye Shear Zone,"11,11,57","Earth-Science 
Reviews, 12, 1-33. Tshibubudze, A., Hein,  K. A. A., Marquis, P.,  (2009). The Markoye Shear  Zone in  NE 
Burkina Faso. Journal of African Earth Sciences, 55, 245–256. || Tshibubudze et al. (2009) described the Markoye Shear Zone and 
the  Takabangou  Shear  Zone,  which  trend  NNE  and  are  steeply-east  dipping. Hein  (2010) 
10 || The  tonalite  intruded  a  granite  adamellite 
west of the Markoye Shear Zone. To the east, it intrudes Palaeoproterozoic sedimentary and 
volcanic sequences (Tshibubudze and Hein, in review). A swarm of late dolerite dykes which 
trend WNW and NW cross-cut the supracrustal rocks of the Birimian Supergroup. They are 
dated at 250 Ma. Tshibubudze et al. (2009) classified dolerite dykes with the same trend in 
the north-east of Burkina Faso, at Essakane, which also cross-cut supracrustal rocks including 
greywacke and siltstone.","llm,rules"
2011_Peters_East Markoye_2011.txt,Matabane,54,"Journal  of  African  Earth 
Sciences, 56, 83-94. Hein, K.A.A., Matabane, M.R., in review . The gold-bearing intrusion-related deposits of 
the FE3 opencast gold mines, Sadiola goldfield, Kedougou-Kéniéba Inlier, western Mali. Ore Geology Reviews. 53",rules
2011_Peters_East Markoye_2011.txt,Mezozoic,43,"A similar, modern environment exists in the Wanganui Basin in New Zealand. The Wanganui 
Basin is a shallow marine environment from the Plio-Pleistocene and exhibits a full range of 
sedimentary facies. It is still being in-filled today with sediment from an active volcanic arc 
(Carter and Naish.,  1998). Thick sequences of  greywacke and thin conglomerate beds from 
the Mezozoic are deposited in the 5 km deep basin and overlie basement rocks (Proust et al., 
2005). The basin is interpreted to occupy a back-arc setting today at the convergent margin of 
the  Pacific  and  Australian  plates,  where  rapid  deposition  has  taken  place  due  to  eustatic 
changes  (Carter  and  Naish.,  1998). The  Wanganui  Basin  is  infilled  with  shales,  sandstones 
and  thick  greywacke  sequences  with  intercalated  conglomerate  beds.",rules
2011_Peters_East Markoye_2011.txt,Milesi,43,"This  is  shown  by  the  lower  greywacke  unit  in  the  stratigraphic  succession, 
having  a much higher abundance of lithic fragments  and igneous minerals  compared to  the 
overlying units. The Dembam Conglomerate Member and those described by Tshibubudze et 
al.,  (2009)  lower  down  in  the  stratigraphy  may  have  been  deposited  very  rapidly,  possibly 
within 1 day. Perhaps this occurred during times of flood. This negates the idea of the field 
area’s original classification of Tarkwa Group rocks (Milesi et al., 1989, 1992). The Tarkwa 
Group, in the type section in Ghana overlies the Birimian supracrustal rocks unconformably. The  Dembam  Conglomerate  Member  is  interbedded  within  greywacke  from  the  Birimian 
Supergroup and does not fit the description for the Tarkwaian Group, post-orogenic molasse 
deposits, as described in Ghana (Milesi et al., 1991; Leube et al., 1990).",rules
2011_Peters_East Markoye_2011.txt,Montana,28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",rules
2011_Peters_East Markoye_2011.txt,"Montana, USA",28,"This type 
of  alteration  is  common  and  can  affect  mafic  to  felsic  rocks  during  crystallisation. An 
example  where  deuteric  alteration  affects  quartz  monzonites,  similar  in  composition  to  the 
dykes  of  the  field  area,  is  from  the  Boulder  Batholith  in  Montana,  USA. In  this  case,  the 
alteration is related to the formation of ore deposits hosted within the intrusion (Neuerburg, 
1958). 27",llm
2011_Peters_East Markoye_2011.txt,Mt. Todd (Yimuyn Manjerr) Mine,54,"Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004).",llm
2011_Peters_East Markoye_2011.txt,"Mt. Todd (Yimuyn Manjerr) Mine,",54,"Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004).",rules
2011_Peters_East Markoye_2011.txt,NE Burkina Faso,57,"Earth-Science 
Reviews, 12, 1-33. Tshibubudze, A., Hein,  K. A. A., Marquis, P.,  (2009). The Markoye Shear  Zone in  NE 
Burkina Faso. Journal of African Earth Sciences, 55, 245–256.",llm
2011_Peters_East Markoye_2011.txt,Needham,10,"According to Proust et 
al. (2005) the basin has a depth of 5 km; the sedimentary fill overlies basement rock which 
consists of a thick unit of greywacke that is Mesozoic in age. Reviewing 
literature 
that  describes  greywacke 
formation 
from 
the  Archaean  or 
Palaeoproterozoic is significant. Similar processes of formation could have occurred owing to 
the  same  environment  at  that  point  in  earth’s  history. The  Pine  Creek  Inlier  of  northern 
Australia contains rocks  which are Palaeoproterozoic in age. It consists of metasedimentary 
rocks  and  volcanic  units  that  overlie  Archaean  granite  basement  (Needham  et  al.,  1988).",rules
2011_Peters_East Markoye_2011.txt,Neuerburg,28,"the rock and is rimmed by hornblende. Chlorite replaces hornblende. There is a high quartz 
concentration (~85-90 %) in a number of the granodiorite samples, which can interpreted as 
crustal contamination or wall-rock interaction during emplacement. The  dykes  crop  out  throughout  the  OGGB  and  host  gold  mineralisation  just  north  of  the 
Essakane  goldfield  (Tshibubudze  and  Hein,  in  review). They  are  deuterically  altered 
indicating low temperature metasomatism related to primary mineral changes in the magma 
before  solidification. The  crystals  remain  the  same  in  composition  but  are  essentially 
destroyed as the mineral begins to break down compositionally (Neuerburg, 1958).",rules
2011_Peters_East Markoye_2011.txt,New Jersey,52,"Principles of Sedimentology and stratigraphy: Fourth Edition, Pearson 
Prentice Hall, New Jersey, 662 pp. Bossiere,  G.,  Bonkoungou,  I.,  Peucat,  J. J.,  Pupin,  J. P.,  (1996). Origin  and  age  of 
Palaeoproterozoic  conglomerates  and  sandstones  of  the  Tarkwaian  Group  in  Burkina 
Faso, West Africa. Precambrian Research, 80, 153-172.","llm,rules"
2011_Peters_East Markoye_2011.txt,New Zealand,"10,10,43","A similar, modern environment exists in the Wanganui Basin in New Zealand. The Wanganui 
Basin is a shallow marine environment from the Plio-Pleistocene and exhibits a full range of 
sedimentary facies. It is still being in-filled today with sediment from an active volcanic arc 
(Carter and Naish.,  1998). Thick sequences of  greywacke and thin conglomerate beds from 
the Mezozoic are deposited in the 5 km deep basin and overlie basement rocks (Proust et al., 
2005). The basin is interpreted to occupy a back-arc setting today at the convergent margin of 
the  Pacific  and  Australian  plates,  where  rapid  deposition  has  taken  place  due  to  eustatic 
changes  (Carter  and  Naish.,  1998). The  Wanganui  Basin  is  infilled  with  shales,  sandstones 
and  thick  greywacke  sequences  with  intercalated  conglomerate  beds. || This  is  a  good 
correlation  to  the  sediments  of  the  Birimian  Supergroup  and  particularly  the  4  km  thick 
sequence of greywacke in the study area. It is typical for thick sedimentary sequences to be 
deposited  during  the  spreading  of  a  back-arc  environment  like  in  back-arc  environments  in 
Norway  (between  Solund  and  Bremanger)  and  New  Zealand  (Ravanas,  1991;  Ravanas  and 
Furnes, 1995; Carter and Naish., 1998). Sediment sourced from the arc settings  was transported in river systems that travelled from 
the uplifted regions, towards the basin. The sediment was then deposited in a deltaic system. The  greywackes  were  deposited  in  this  deltaic  system  on  a  steep  submarine  slope  which 
allowed for rapid deposition, gravity sliding and slumping, synonymous with turbiditic flows. The erosion rate of the arc is interpreted as getting progressively slower throughout the filling 
of  the  basin. || according to Leube et al. (1990) and Milesi et al. (1991) is classified as being predominantly 
conglomerate units with smaller sandstone and phyllite units. The  formation  of  thick  greywacke  sequences  generally  relates  to  rapid  deposition  as  to 
disallow  sorting  of  material. In  review  of  large  greywacke  units  in  modern  day  or  recent 
geological  environments,  the  Wanganui  Basin  in  New  Zealand  is  described  by  Carter  and 
Naish  (1998)  and  Proust  et  al. (2005)  as  a  shallow  marine  environment  that  is  Plio-
Pleistocene  in  age. || according to Leube et al. (1990) and Milesi et al. (1991) is classified as being predominantly 
conglomerate units with smaller sandstone and phyllite units. The  formation  of  thick  greywacke  sequences  generally  relates  to  rapid  deposition  as  to 
disallow  sorting  of  material. In  review  of  large  greywacke  units  in  modern  day  or  recent 
geological  environments,  the  Wanganui  Basin  in  New  Zealand  is  described  by  Carter  and 
Naish  (1998)  and  Proust  et  al. (2005)  as  a  shallow  marine  environment  that  is  Plio-
Pleistocene  in  age.","llm,rules"
2011_Peters_East Markoye_2011.txt,Niger,6,"2.2. Location and Physiography 
The study area is situated approximately 2 km east of the town of Markoye and is located 12 
km west of the international border of Niger and 38 km south of the border of Mali (Fig. 2). The town of Markoye is located at the divide between the Sahel and the Sahara; everything 
north of the town is considered to be the Sahara Desert. Thus, the field area is an arid and hot 
environment with much of the surface covered with sand and loose gravels making outcrop 
difficult to find in the low-lying areas. The areas of high relief however, are desert mountains 
that contain a large amount of rock which, unfortunately, was dominated by  loose boulders 
and very little in situ-outcrop.",rules
2011_Peters_East Markoye_2011.txt,Nodder,57,"Pawlig, S., Gueye, M., Klischies, R., Schwarz, S., Wemmer, K., Siegesmund, S., (2006). Geochemical and Sr–Nd isotopic data on the Birimian of the Kedougou-Kenieba Inlier 
(Eastern Senegal): implications on the Palaeoproterozoic evolution of the West African 
Craton. South African Journal of Geology, 109, 411–427. Proust, J. N., Lamarche, G., Nodder, S., Kamp, P. J.",rules
2011_Peters_East Markoye_2011.txt,Northern Territory,"54,54,56","G., Page, R. W., (1988). Tectonic evolution of the Pine 
Creek Inlier, Nothern Territory. Precambrian Research, 40/41, 543-564. Nesse,  W. D.,  (2000). || Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004). || Relative timing of deformational, metamorphic and 
mineralisation events at the Mt. Todd (Yimuyn Manjerr) Mine, Pine Creek Inlier, 
Northern Territory, Australia. Ore Geology Reviews, 22, 143-175. Hein,  K. A. A.,  Morel,  V.,  Kagone,  O.,  Kiemde,  F.,  Mayes,  K.,  (2004).","llm,rules"
2011_Peters_East Markoye_2011.txt,Norway,43,"This  is  a  good 
correlation  to  the  sediments  of  the  Birimian  Supergroup  and  particularly  the  4  km  thick 
sequence of greywacke in the study area. It is typical for thick sedimentary sequences to be 
deposited  during  the  spreading  of  a  back-arc  environment  like  in  back-arc  environments  in 
Norway  (between  Solund  and  Bremanger)  and  New  Zealand  (Ravanas,  1991;  Ravanas  and 
Furnes, 1995; Carter and Naish., 1998). Sediment sourced from the arc settings  was transported in river systems that travelled from 
the uplifted regions, towards the basin. The sediment was then deposited in a deltaic system. The  greywackes  were  deposited  in  this  deltaic  system  on  a  steep  submarine  slope  which 
allowed for rapid deposition, gravity sliding and slumping, synonymous with turbiditic flows. The erosion rate of the arc is interpreted as getting progressively slower throughout the filling 
of  the  basin.",rules
2011_Peters_East Markoye_2011.txt,Norway (between Solund and Bremanger),43,"This  is  a  good 
correlation  to  the  sediments  of  the  Birimian  Supergroup  and  particularly  the  4  km  thick 
sequence of greywacke in the study area. It is typical for thick sedimentary sequences to be 
deposited  during  the  spreading  of  a  back-arc  environment  like  in  back-arc  environments  in 
Norway  (between  Solund  and  Bremanger)  and  New  Zealand  (Ravanas,  1991;  Ravanas  and 
Furnes, 1995; Carter and Naish., 1998). Sediment sourced from the arc settings  was transported in river systems that travelled from 
the uplifted regions, towards the basin. The sediment was then deposited in a deltaic system. The  greywackes  were  deposited  in  this  deltaic  system  on  a  steep  submarine  slope  which 
allowed for rapid deposition, gravity sliding and slumping, synonymous with turbiditic flows. The erosion rate of the arc is interpreted as getting progressively slower throughout the filling 
of  the  basin.",llm
2011_Peters_East Markoye_2011.txt,Nunoo,53,"R.,  (1998). A  review  of  Wanganui  Basin,  New  Zealand: 
global 
reference 
section 
for 
shallow  marine,  Plio–Pleistocene 
(2.5–0  Ma) 
cyclostratigraphy. Sedimentary Geology, 122, 37-52. Davis,  D. W.,  Hirdes,  W.,  Schaltegger,  Nunoo,  A.,  (1994). U–Pb  age  constraints  on 
deposition and provenance of Birimian and gold-bearing Tarkwaian sediments in Ghana, 
West Africa.",rules
2011_Peters_East Markoye_2011.txt,OGGB,"28,5","(2004)  concluded  that  the 
Goren  Greenstone  Belt  of  north-east  Burkina  Faso  is  made  up  of  metamorphosed  volcanic 
and pyroclastic rock units that are intercalated with metasedimentary rocks, thus revising the 
type section stratigraphy of that belt. This research focuses on different geological aspects and provides a holistic study of the field 
area. Due  to  the  lack  of  field  work  in  the  region,  basic  stratigraphy  is  not  known  in  many 
parts  of  the  WAC. However,  Tshibubudze  and  Hein  (in  review)  have  established  a 
stratigraphy  for  the  OGGB  in  a  large  way. The  study  area  characterizes  the  greywacke 
sequence,  establishes  its  internal  stratigraphy  and  looks  at  its  relationships  with  intrusive 
rocks that crop out throughout the region. The rocks in the field area are well exposed which 
is not the case for other parts of the belt, making correlation difficult. || the rock and is rimmed by hornblende. Chlorite replaces hornblende. There is a high quartz 
concentration (~85-90 %) in a number of the granodiorite samples, which can interpreted as 
crustal contamination or wall-rock interaction during emplacement. The  dykes  crop  out  throughout  the  OGGB  and  host  gold  mineralisation  just  north  of  the 
Essakane  goldfield  (Tshibubudze  and  Hein,  in  review). They  are  deuterically  altered 
indicating low temperature metasomatism related to primary mineral changes in the magma 
before  solidification. The  crystals  remain  the  same  in  composition  but  are  essentially 
destroyed as the mineral begins to break down compositionally (Neuerburg, 1958).",llm
2011_Peters_East Markoye_2011.txt,Ouattara,57,"Tshibubudze,  A.,  Hein,  K.A.A.,  in  review. Structural  setting  of  gold  deposits  in  the 
Oudalan-Gourouol greenstone belt east of the Markoye Shear Zone, West African craton. Precambrian Research. Vidal, M., Gumaix, C., Cagnard, F., Pouclet, A., Ouattara, G., Pichon, M., (2009). 56",rules
2011_Peters_East Markoye_2011.txt,Oudalan-Gourouol Greenstone Belt,"2,2,5","2.0. Introduction 
2.1. Preamble 
The  study  area  is  situated  in  the  Oudalan-Gourouol  Greenstone  Belt  (OGGB)  in  north-east 
Burkina  Faso  (Fig. 1). Besides  the  research  completed  by  Tshibubudze  et  al. (2009)  which 
only encompassed a minor portion to the north of the study area, the study area has not been 
previously  mapped  or  described. || Abstract 
The  rocks  of  the  Oudalan-Gourouol  Greenstone  Belt  (OGGB)  are  largely  made  up  of 
supracrustal,  island-arc  derived  sediments  including,  but  not  limited  to,  thick  greywacke 
sequences. These were deposited in a deltaic-shelf environment on the margin of a back-arc 
basin. The  local  stratigraphy  has  been  constrained  by  facies  variation  determined  by 
sedimentary  features  and  differences  in  the  depositional  environment. Regional  low-middle 
greenschist  metamorphism  is  shown  by  the  ubiquitous  presence  of  chlorite,  epidote  and 
minor  muscovite  and  is  suggested  to  be  a  result  of  large  TTG  pluton  emplacement  that 
occurred  syn-tectonically  with  the  Eburnean  Orogeny. This  thesis  proposes  it  is  due  to 
diastathermal  metamorphism  caused  by  back-arc  extension  and  mantle  upwelling. Contact 
metamorphism of the greywacke to hornblende-hornfels facies occurs within close proximity 
of  the  calc-alkaline  dykes. || Abstract 
The  rocks  of  the  Oudalan-Gourouol  Greenstone  Belt  (OGGB)  are  largely  made  up  of 
supracrustal,  island-arc  derived  sediments  including,  but  not  limited  to,  thick  greywacke 
sequences. These were deposited in a deltaic-shelf environment on the margin of a back-arc 
basin. The  local  stratigraphy  has  been  constrained  by  facies  variation  determined  by 
sedimentary  features  and  differences  in  the  depositional  environment. Regional  low-middle 
greenschist  metamorphism  is  shown  by  the  ubiquitous  presence  of  chlorite,  epidote  and 
minor  muscovite  and  is  suggested  to  be  a  result  of  large  TTG  pluton  emplacement  that 
occurred  syn-tectonically  with  the  Eburnean  Orogeny. This  thesis  proposes  it  is  due  to 
diastathermal  metamorphism  caused  by  back-arc  extension  and  mantle  upwelling. Contact 
metamorphism of the greywacke to hornblende-hornfels facies occurs within close proximity 
of  the  calc-alkaline  dykes.","llm,rules"
2011_Peters_East Markoye_2011.txt,Oudalan-Gourouol greenstone belt,57,"Tshibubudze,  A.,  Hein,  K.A.A.,  in  review. Structural  setting  of  gold  deposits  in  the 
Oudalan-Gourouol greenstone belt east of the Markoye Shear Zone, West African craton. Precambrian Research. Vidal, M., Gumaix, C., Cagnard, F., Pouclet, A., Ouattara, G., Pichon, M., (2009). 56",llm
2011_Peters_East Markoye_2011.txt,Oxford,54,"Reading. Blackwell Publishing, Oxford, 
237-264. Goudie, A., (2001). The nature of the environment: 4th Edition. Blackwell Publishers Ltd, 
Oxford, 544 pp. Harcöuet,  V.,  Guillou-Frottier,  L.,  Bonneville,  A.,  Bouchot,  V.,  Milesi,  J.",rules
